Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|P51693|APLP1_HUMAN,P51693,APLP1,2242621.582,1913158.911,1278978.987,1984097.229,1744848.057,1429326.145,1529150.478,1280372.163,2192552.179,1461980,1579429.641,1480141.584,1337285.724,1809939.397,1699399.289,1359489.834,1849030,1781373.07,1799259.51,1687293.768,1484200.45,1426404.682,1220895.784,1863610,1483518.487,1708814.863,1637054.018,3013282.336,2494139.262,1554725.021,2105417.636,1449991.748,1188563.739,1617383.47,1306759.318,1108254.487,1750054.734,1883523.018,1950241.73,1087173.29,P51693
sp|P51797|CLCN6_HUMAN,P51797,CLCN6,94905.22185,47255.53217,96834.17722,62652.42494,95163.21244,67753.54434,41640.01946,43685.18519,40741.79104,43300,111637.6206,49616.11697,64611.03448,54909.20398,95850.03232,129655.9274,106000,46298.67512,40109.79827,33196.72602,166805.1879,59188.13609,93102.84254,82510.32448,44782.41822,78726.82143,78627.99176,69713.90845,52679.80984,123582.5106,138329.7948,90182.389,131794.1681,114826.7134,34238.32548,133819.8599,52398.74608,49857.37902,36664.80938,121189.4882,P51797
sp|P51809|VAMP7_HUMAN,P51809,VAMP7,2207.334742,1629.501109,3828.575949,2334.872979,1287.759067,5100.670705,1366.142371,2129.776602,2806.656716,1500,2145.38384,1558.381503,2207.931034,6528.327114,1032.566257,1085.736628,1510,751.2615207,1728.70317,1403.360138,900.9264161,3370.979936,2755.413606,911.5899705,1200.759346,1781.194335,3578.855603,1829.372066,1375.894855,1749.167842,431.2073602,1723.037823,1734.133791,3904.108255,1938.796744,958.4395374,1109.247649,796.018381,2994.457478,1450.130629,P51809
sp|P51812|KS6A3_HUMAN,P51812,RPS6KA3,7293.359493,8444.649866,6972.487342,10720.95843,13837.95337,8712.733651,11563.02903,5993.092299,25121.08657,12250,12979.08685,7413.770826,9064.137931,13821.6107,9563.219134,10066.78136,12940,12093.95161,6137.867435,9765.45089,6047.80307,8211.863914,6845.480677,9135.781711,13592.2021,8669.79121,12200.1585,7410.440141,14079.36242,10590.07052,11552.92286,9874.719689,10612.8988,6474.03946,6053.583451,8490.327601,11219.24765,13680.56264,7797.44868,6194.129399,P51812
sp|P51858|HDGF_HUMAN,P51858,HDGF,522273.7096,264592.6389,472304.4335,182253.3747,414407.4158,513186.5794,247752.6512,672107.9659,276641.791,280360,611240.242,343703.3322,360717.8276,309922.6368,591394.6994,995989.4276,535120,1278979.061,220572.8127,340881.0167,751042.5887,344114.3356,641333.2801,598086.5251,411771.875,394155.6724,330376.4463,356786.8838,142357.9978,433014.1044,752027.5442,655641.0824,541951.4923,619309.6768,319618.8934,361819.9673,324460.2194,904939.7573,104717.0674,474455.8107,P51858
sp|P51884|LUM_HUMAN,P51884,LUM,197653989,290422675.8,265584986.3,215124494.8,174891999.5,181641210.4,224888204,183647119.8,331710769.9,272253640,218196632.3,287706307.6,284321728.8,237801482.7,141391465.1,258101216.4,279742300,185495292.4,291667867.1,228837809.8,161859521.1,184406576.4,256556055,166458197.5,201372106,238733024,216449870.6,212824449.1,226766206.8,320394341.6,152766378.7,279477400,326859444.6,204082928.4,218144551,238245970.6,262577976.4,202455131.9,237310399.4,295542008.3,P51884
sp|P51888|PRELP_HUMAN,P51888,PRELP,7527.316631,10304.19819,10472.59494,8201.241339,11862.66192,11284.96029,10841.70585,11411.64021,17342.92537,14720,12357.79922,11527.43965,14456.13793,11935.41667,14028.95928,8780.763216,13930,17383.84217,12605.9366,11091.38426,17973.928,8417.65048,14691.95145,9096.017699,10048.9778,9358.650898,10789.98256,16138.02817,16246.86801,7177.291961,7174.069356,13502.16774,16196.80961,12237.24688,9962.115185,13617.07494,12423.57367,10500.26619,14517.68328,15019.21008,P51888
sp|P51970|NDUA8_HUMAN,P51970,NDUFA8,2197.162692,2051.254338,4116.518987,3784.439954,3012.046632,5407.148773,3639.403275,5170.899471,3138.626866,2180,3184.099093,6497.075825,4741.241379,5407.089552,1394.182288,5007.037848,2290,4212.5,6691.440922,2371.194716,2934.7009,7055.539401,934.2574257,2803.362832,1584.608645,4142.998978,3375.875733,2877.552817,1064.904922,4582.059238,2871.53574,5632.620721,4508.747856,4560.260903,3062.886346,2305.680019,3708.056426,1916.865141,3765.307918,2496.296296,P51970
sp|P52209|6PGD_HUMAN,P52209,PGD,108108.5421,66464.47466,80741.36076,83321.88799,79142.61658,112083.4078,118154.9214,90124.22105,101884.6567,104020,87514.18695,99676.83101,119205.0345,130566.5423,96340.17453,77793.55646,73790,55628.29493,104188.3573,75810.48248,70245.50026,113025.8215,60382.30597,86993.71681,76937.17874,81747.96321,108829.2598,62693.07512,69765.40828,102804.488,82396.85775,63813.86455,70691.38593,88733.70976,108758.2471,55589.49317,131546.2069,48268.17507,112326.7449,87360.01229,P52209
sp|P52306|GDS1_HUMAN,P52306,RAP1GDS1,8219.015998,7217.731384,3719.797468,7530.938222,5358.387306,5527.550871,8109.421112,3926.713698,6106.238806,3461,7405.942676,7471.064264,7077,4254.415423,3624.87395,5716.456053,6491,16490.86982,9381.613833,4083.294084,9317.006353,6888.950276,4221.379751,6193.244838,6241.98014,7853.000438,8493.105088,9858.83216,10697.1113,5078.29055,5971.077141,3338.25983,7826.723842,2701.161734,7837.688965,8237.154893,6642.808777,3570.279358,10050.70381,5593.360996,P52306
sp|P52333|JAK3_HUMAN,P52333,JAK3,2156.474494,2181.614426,706.206962,3154.024249,929.8056995,1858.57057,2624.086266,18594.43563,691.1014925,3147,1524.096212,1329.207752,3643.086207,1961.641791,1642.629929,316.2339693,1123.54,10787.49424,1706.365994,667.9994256,1432.562202,3093.65804,3293.580326,1786.89528,2692.850467,5343.583005,2260.554763,4713.649061,1649.189038,2091.396333,737.4409059,1470.124084,587.986964,6464.19717,3731.152457,1110.885675,333.830721,2370.114041,3033.98827,1483.276471,P52333
sp|P52565|GDIR1_HUMAN,P52565,ARHGDIA,15980.28977,10964.62541,19598.25633,17029.00693,10662.20855,16149.20506,8519.263824,20465.66725,14496.02985,18240,13651.82486,20011.45189,21370.44828,17101.49254,16772.66645,9519.696591,9836,15782.31567,16286.7147,8857.622056,14924.15828,23881.041,11384.37879,15408.55457,12787.1028,14869.5284,18779.91124,8761.20892,14088.78635,8491.069111,18755.61217,21875.52698,12832.59005,8840.563344,21543.33191,11483.91404,15254.79624,11671.15918,24953.81232,16562.56339,P52565
sp|P52566|GDIR2_HUMAN,P52566,ARHGDIB,177756.565,142983.9297,152972.4051,140929.0416,134156.1205,153906.7184,148592.5734,162110.6702,114077.0149,142760,175047.7891,169072.9344,189870.4483,187351.4614,140278.7007,138900.5005,118480,122133.3813,165149.4236,148310.9707,110876.3896,142178.9183,158974.4491,138130.236,147339.0771,170059.7751,180310.2235,121509.8592,139672.1756,96869.6756,161216.2208,123927.7321,153956.3979,136829.6989,173078.8604,148006.5735,160830.3448,84021.01488,195845.4252,122246.012,P52566
sp|P52594|AGFG1_HUMAN,P52594,AGFG1,1281.678237,1016.041868,1748.987342,4231.957275,3415.835492,2429.933254,2251.402627,628.0364491,626.719403,1040,1067.83811,2005.270316,1510.689655,368.8557214,719.9644473,3025.304973,2550,721.172235,822.5907781,4181.045376,5048.755956,1381.709799,1539.156819,1511.032448,1053.125,2322.441232,106.8315105,3619.190141,677.5810962,4040.197461,5809.85138,3063.178353,4046.312178,297.4558671,734.267703,1112.151539,5261.003135,2379.556726,1225.454545,1242.96911,P52594
sp|P52597|HNRPF_HUMAN,P52597,HNRNPF,2465.704799,2279.384493,2735.458861,3035.334873,2252.487047,5144.453286,4240.505919,1694.905938,6800.358209,2750,1818.237073,2990.717443,1790.748276,1623.174751,1858.183581,1712.934001,1775,2484.792627,2118.146974,4333.96324,2017.71837,2373.503053,3052.481635,2863.00885,2627.891355,3099.868594,2527.633539,2834.043427,3533.97651,2214.978843,1766.805379,3315.084467,2212.754717,466.4151739,3664.119591,2992.863084,2764.667712,4050.912046,2625.832845,2612.306747,P52597
sp|P52732|KIF11_HUMAN,P52732,KIF11,49639.60157,59045.45196,33166.77215,52729.21478,30884.39119,24408.789,44044.43003,10500.29394,22131.34328,48700,48732.24831,56032.98198,28354.48276,45583.02239,27665.80478,39845.48014,28000,45619.23963,11265.70605,46552.84319,54055.58497,33415.81855,29061.00287,28630.0885,49113.0257,33557.30764,27348.8667,55672.24178,63517.33781,80708.88575,33008.35103,34561.51891,33179.75986,13779.20561,33103.92313,27758.57906,21656.73981,48913.11048,31822.28739,27448.90118,P52732
sp|P52738|ZN140_HUMAN,P52738,ZNF140,8666.586176,3450.708231,3860.56962,3901.183603,4441.677461,3042.889391,5442.711205,6577.542622,3752.268657,4530,3523.865764,4629.309759,1348,2148.165423,4400.387847,4248.076322,5890,3319.52765,2767.867435,2264.732912,5503.679195,3870.74731,9417.917598,3886.932153,5452.628505,4251.248357,1773.403075,6912.059859,4287.891499,4144.767278,3920.934183,6871.998804,2682.12693,3980.659398,1794.418263,6700.03488,6327.99373,3607.105831,2846.217009,3791.055786,P52738
sp|P52788|SPSY_HUMAN,P52788,SMS,6316.842741,5856.618693,4671.075949,3074.249423,2673.737047,4673.790539,9890.870764,7201.616696,6287.313433,2410,3436.497191,5740.802448,2114.965517,5029.850746,2788.364577,8169.377541,5960,4202.793779,4088.674352,3368.064331,8331.339333,5085.867985,5962.887256,4006.224189,5216.413551,7931.727259,2531.9068,4944.248826,7350.671141,5808.377997,8309.327672,5481.477052,3687.924528,5664.784528,6105.147194,6980.333235,6993.54232,3512.678977,5079.706745,6970.985093,P52788
sp|P52790|HXK3_HUMAN,P52790,HK3,10334.80229,13630.29751,13181.39241,5868.314088,13063.11528,21453.46477,8481.011837,11679.10053,7570.931343,14410,10891.94873,16259.87759,9950.796552,9567.195274,7613.54234,12860.18142,9650,8075.576037,7437.308357,9842.877657,9838.830069,10014.94621,11871.95784,4998.336283,8749.795561,7734.910206,11334.82327,4973.914319,7444.910515,6027.023977,9940.665251,11476.84258,8844.082333,14282.25597,21563.9574,6835.663116,11684.07524,7403.06537,15673.95894,13786.59905,P52790
sp|P52907|CAZA1_HUMAN,P52907,CAPZA1,369102.9882,332121.082,399718.2595,352089.1166,337141.8718,488099.1604,394082.8928,352988.1834,228143.9701,379650,269590.2924,364157.0894,435520.2069,582205.2239,314497.0265,280583.8599,312250,279966.2442,432379.7406,326595.7783,244454.3409,447213.4051,386370.3385,358452.6844,306646.3785,417626.106,490420.7323,255093.5739,238076.9295,197038.0536,330770.3892,224670.0254,329335.1286,326982.7362,477067.752,293924.4721,468292.6646,196341.758,475496.129,303191.2402,P52907
sp|P52943|CRIP2_HUMAN,P52943,CRIP2,3244.883791,5358.183059,6260.094937,8240.155889,3721.40544,6654.952336,2699.497324,6339.800118,3852.865672,3270,5970.185799,3678.238694,6042.758621,3971.486318,2929.961215,4290.240851,5190,4076.612903,5360.92219,11807.58185,7608.814187,8133.469032,2034.270201,2654.247788,3080.636682,4182.362389,4059.597401,5438.673709,8877.348993,7823.723554,4493.333333,3012.79713,5028.987993,2712.097612,4114.786707,10036.4895,4500.376176,4296.421867,8528.768328,5883.387122,P52943
sp|P52948|NUP98_HUMAN,P52948,NUP98,18614.85059,9403.179931,7582.5,849.3100462,17133.74352,5286.746675,31913.08578,7241.240447,15592.53731,8190,21550.91459,14667.12003,7867.206897,595.199005,13070.45895,5818.705036,82300,16015.26498,16607.20461,20324.52613,9722.869243,40471.35795,12162.56787,10139.82301,17912.96729,9092.947876,6377.841179,965.1173709,1950.755034,38215.51481,16599.57537,101770.0703,7583.945111,21106.24351,27431.91138,13201.14835,8873.981191,5240.690409,5949.384164,32420.77762,P52948
sp|P53004|BIEA_HUMAN,P53004,BLVRA,13203.32025,19649.86632,13298.70253,17599.10508,13466.90415,19527.0312,16043.976,13650.38213,15250.50746,18030,15315.71079,13074.36246,17524,26018.99876,14519.10149,9001.072881,17870,11831.88364,23055.85014,12785.09477,7653.414505,18295.40564,12194.85787,16671.06195,10226.13902,9102.788728,15148.70819,10442.25352,9480.480984,5057.376587,12926.68082,10076.24458,16717.04974,10028.19964,15262.86798,8273.322422,14684.32602,8460.646137,20467.06745,14159.48978,P53004
sp|P53007|TXTP_HUMAN,P53007,SLC25A1,6356.513734,2678.133,6042.537975,6260.378176,7650.161917,5718.005099,7027.436355,6120.878895,2095.435821,5002,7707.849633,7459.605576,5216.527586,4965.929726,6458.985133,5494.038161,3420,2331.434332,13509.13545,6067.354968,4906.034939,6360.764757,3842.51038,3600.631268,6200.642523,5382.946416,10052.84514,2783.612089,7228.159955,3408.025388,7221.769285,5572.163253,5652.120069,6408.424195,6703.286615,10796.00762,5493.416928,4013.141304,6828.944282,4776.108806,P53007
sp|P53384|NUBP1_HUMAN,P53384,NUBP1,NA,NA,NA,294.7777136,NA,894.2592202,195.6315875,362.5573192,324.9283582,NA,NA,279.5919755,33.35137931,NA,NA,240.3378167,NA,315.4521889,689.5389049,NA,200.7014293,NA,149.6103481,1302.271386,474.3983645,938.8173456,415.574576,153.2717136,NA,211.0409027,299.5555556,171.2961579,1572.281304,277.7712876,NA,729.679912,125.7147335,321.9955729,NA,NA,P53384
sp|P53396|ACLY_HUMAN,P53396,ACLY,91609.47781,119261.2691,80822.41139,108496.683,88551.98834,96514.32191,100099.9838,74125.14109,169375.194,86116,81378.00086,112297.4294,97346.51724,98339.8694,86111.4512,83728.21395,99369,71420.31682,100389.0951,88940.12636,83689.82001,98476.71125,70188.77994,89060.45133,104893.2185,84779.92992,98086.28309,95255.89789,119307.047,69655.85614,90093.71833,71480.87906,107238.8336,104365.453,92695.10986,91033.67229,116626.2978,60488.89854,126128.9208,78695.06747,P53396
sp|P53582|MAP11_HUMAN,P53582,METAP1,1650.923634,2338.813357,1076.053797,2140.300231,589.3134715,2189.129058,1774.892168,2306.102293,1096.507463,989,1506.622497,2610.289017,3096.913793,6266.355721,1955.122818,1406.18705,888,1052.154378,2609.370605,1772.105112,1245.597671,2257.772608,3053.557969,2804.356932,1744.053738,3726.73091,3638.681249,2215.023474,1460.710291,687.97433,1640.877565,1692.80909,2305.241852,2939.563863,4228.226942,1070.55888,1469.489028,1383.353414,3449.061584,1069.989242,P53582
sp|P53597|SUCA_HUMAN,P53597,SUCLG1,33031.69635,43708.97093,40515.71835,95279.35624,59961.5544,50018.31528,52537.46392,33215.59965,83743.99701,35530,42043.69869,45991.7341,50375.68966,113700.824,43982.09438,27256.20582,62095,31836.40553,87250.95101,53386.72315,36188.69772,48791.01483,31321.3031,39501.56932,43478.31484,32085.11608,30810.20764,106789.8415,55506.99105,55593.11707,32092.51238,70583.08566,62417.25557,53706.09424,37266.14848,33455.86917,47338.46395,87613.01241,61923.99707,42352.10081,P53597
sp|P53602|MVD1_HUMAN,P53602,MVD,1932.689405,1207.747881,1301.075949,7899.65358,3743.231865,1324.42308,5672.223123,1634.479718,3269.402985,2470,4960.593403,1038.157089,2626.275862,6423.538557,996.6224952,5375.977479,2000,2902.160138,2855.273775,1180.758185,1409.370037,2293.050305,4908.080485,3707.9941,1446.816589,2735.757045,3236.994769,2037.030516,3505.704698,1625.585331,1526.397735,3990.192854,1919.108062,1738.804517,2351.30669,3562.501677,3084.76489,5410.658746,2223.607038,4609.343784,P53602
sp|P53611|PGTB2_HUMAN,P53611,RABGGTB,5381.014187,12269.18482,8584.968354,14690.24249,6580.667098,11602.38401,15628.66872,5487.889477,14888.35821,9490,3514.158145,2704.250255,4892.310345,12574.62687,7297.672915,1929.027213,7110,2183.89977,3020.37464,7307.151063,5664.240339,8750.828729,7006.930693,4622.566372,6988.025701,12694.69996,2820.351878,5547.447183,19696.02908,11122.42595,8576.447275,6055.822993,3225.488851,3313.570872,8961.778567,6555.364761,6560.407524,3833.730281,8509.002933,6018.042108,P53611
sp|P53618|COPB_HUMAN,P53618,COPB1,13723.11198,20292.08146,22633.38924,11372.77714,19314.20337,24828.00721,19027.63094,16104.08289,12480.06567,22910,13775.11162,19121.11187,18151.51724,8907.027363,17296.57401,17508.82077,29040,12666.61866,15272.80115,17198.42045,20168.26363,16801.98313,22764.45225,13410.41298,19011.36682,21521.94481,17243.67412,12904.48944,13967.21756,12282.20028,22438.04671,16679.20765,17253.47513,26705.41277,8683.334353,15651.49848,19100.18809,16779.65199,15268.76833,18331.72276,P53618
sp|P53621|COPA_HUMAN,P53621,COPA,100620.8965,99207.86165,114346.4462,156666.0855,92927.09521,167789.0803,113210.5789,84765.40594,136917.2654,140022,118913.4812,113570.4896,94003.24483,132339.5647,109178.6328,126311.2261,104859,104223.462,106265.7147,144077.6623,109528.4788,111791.984,136105.5925,125226.2177,109643.1075,140550.9943,125727.8681,67644.24589,75477.25671,135289.5769,108136.6936,86823.97668,108078.7324,98792.52985,150236.1222,139394.1805,142084.0596,82660.32391,126410.5777,121994.3107,P53621
sp|P53634|CATC_HUMAN,P53634,CTSC,318415.6656,875655.5549,293019.3671,561741.2529,336345.2073,422950.6796,365251.8242,347936.1552,264238.1791,310140,304052.3405,712352.2271,223953.931,496404.3532,216751.7776,404969.2211,332010,261621.4862,308476.3977,266590.0345,295254.1027,348161.4714,266198.7863,213681.8584,316134.3458,345236.7937,352180.7576,310498.8263,312045.4139,255986.9111,274284.1331,317996.2027,272467.1012,335173.7085,351860.6708,295687.6392,250446.9906,204103.6454,458656.0117,229773.1981,P53634
sp|P53675|CLH2_HUMAN,P53675,CLTCL1,306147.1567,353017.9959,235885.0696,350965.459,244816.0946,295121.9611,338464.5046,253229.4474,388981.4955,414745,206091.7845,250584.3081,317870.1369,332326.4303,327600.1616,305935.2831,372230,339775.0086,348916.3977,346254.4342,368023.9809,362086.3623,352643.4302,212733.4867,426924.08,380093.0939,275909.469,342547.4472,361328.8367,285000.2821,287928.2208,307966.3089,256059.8834,260372.3066,416566.9808,438033.0901,284417.4357,204188.6295,473353.5601,363247.3644,P53675
sp|P53680|AP2S1_HUMAN,P53680,AP2S1,2868.51796,3028.955003,1983.607595,3249.364896,4758.160622,6928.593468,4459.088698,2823.19224,3138.626866,5550,2863.74766,3529.275757,4450.724138,3175.093284,4944.990304,3257.209884,994,2834.21659,1806.397695,3358.385985,1801.852832,4409.712126,4036.250399,2067.728614,2933.002336,2470.054022,4294.626724,1107.511737,1762.276286,2737.827927,1793.517339,2841.500972,1815.060034,1077.18393,2578.18716,1627.538837,1922.695925,1586.371151,4990.762463,3915.352697,P53680
sp|P53801|PTTG_HUMAN,P53801,PTTG1IP,136814.0658,165154.7301,147917.4051,136298.2102,99397.53886,141636.65,99783.03875,90441.21105,69210.74627,104690,115617.7445,166150.9691,163503.1034,180655.4726,69371.46089,114687.5195,50280,62508.06452,107024.2075,53743.85411,90806.24669,103285.2573,112423.0278,88872.56637,84692.90304,87189.95474,194647.0122,138636.7371,78784.11633,93808.63188,121253.2201,49051.15862,114510.6346,61350.27259,123856.1111,55788.41459,70389.68652,69054.35849,129858.651,117046.2579,P53801
sp|P53804|TTC3_HUMAN,P53804,TTC3,128167.8237,254968.9971,181297.4684,98259.23788,169154.7927,242993.3254,105356.8996,251610.8172,45570.44776,145000,199006.1933,289904.7943,92500.68966,87184.0796,180808.0155,235067.2505,427000,388248.8479,225314.121,303900.0574,137368.9783,83294.56237,111938.6777,128238.9381,179129.6729,31687.54563,137812.6486,253145.5399,76428.13199,108372.3554,313865.5343,361737.1804,121389.3654,117013.8889,347539.6291,201633.9782,242978.0564,224735.913,125510.2639,192660.2121,P53804
sp|P53814|SMTN_HUMAN,P53814,SMTN,43242.39964,38137.32323,39853.44937,42330.27425,35679.65674,36737.96385,35078.16442,36171.53145,35404.11343,33602,34877.53421,38655.88235,41208.12759,50610.77736,36334.78668,56079.87801,66163,51698.24597,46025.26513,39042.44687,45536.9243,41706.07735,46780.68029,36845.33333,34350.57535,45847.54855,41690.99699,35821.08275,31918.87584,24299.74386,41422.61854,59770.2676,52279.50943,57236.19548,37856.0377,47552.16388,37578.14107,47413.61204,60784.52199,47205.89519,P53814
